class	url	experimental	unstable	obsolete	deprecated	description
CredentialsContainer	/en-US/docs/Web/API/CredentialsContainer	true	false	false	false	The CredentialsContainer interface of the the Credential Management API exposes methods to request credentials and notify the user agent when events such as successful sign in or sign out happen. This interface is accessible from Navigator.credentials.
Crypto	/en-US/docs/Web/API/Crypto	false	false	false	false	The Crypto interface represents basic cryptography features available in the current context. It allows access to a cryptographically strong random number generator and to cryptographic primitives.
CryptoKey	/en-US/docs/Web/API/CryptoKey	false	false	false	false	The CryptoKey interface of the Web Crypto API represents a cryptographic key obtained from one of the SubtleCrypto methods generateKey(), deriveKey(), importKey(), or unwrapKey().
CryptoKeyPair	/en-US/docs/Web/API/CryptoKeyPair	false	false	false	false	The CryptoKeyPair dictionary of the Web Crypto API represents a key pair for an asymmetric cryptography algorithm, also known as a public-key algorithm.
CustomElementRegistry	/en-US/docs/Web/API/CustomElementRegistry	true	false	false	false	The CustomElementRegistry interface provides methods for registering custom elements and querying registered elements. To get an instance of it, use the window.customElements property.
CustomEvent	/en-US/docs/Web/API/CustomEvent	false	false	false	false	The CustomEvent interface represents events initialized by an application for any purpose.
DOMError	/en-US/docs/Web/API/DOMError	false	false	false	true	The DOMError interface describes an error object that contains an error name.
DOMException	/en-US/docs/Web/API/DOMException	false	false	false	false	The DOMException interface represents an abnormal event (called an exception) that occurs as a result of calling a method or accessing a property of a web API.
DOMHighResTimeStamp	/en-US/docs/Web/API/DOMHighResTimeStamp	false	false	false	false	The DOMHighResTimeStamp type is a double and is used to store a time value in milliseconds.
DOMImplementation	/en-US/docs/Web/API/DOMImplementation	false	false	false	false	The DOMImplementation interface represents an object providing methods which are not dependent on any particular document. Such an object is returned by the Document.implementation property.
DOMLocator	/en-US/docs/Web/API/DOMLocator	false	false	true	false	Indicates a location such as where an error occurred. Returned by DOMError.location.
DOMMatrix (WebKitCSSMatrix)	/en-US/docs/Web/API/DOMMatrix	true	false	false	false	The DOMMatrix interface represents 4×4 matrices, suitable for 2D and 3D operations including rotation and translation. It is a mutable version of the DOMMatrixReadOnly interface.
DOMMatrixReadOnly	/en-US/docs/Web/API/DOMMatrixReadOnly	false	false	false	false	The DOMMatrixReadOnly interface represents a read-only 4×4 matrix, suitable for 2D and 3D operations. The DOMMatrix interrface—which is based upon DOMMatrixReadOnly—adds mutability, allowing you to alter the matrix after creating it.
DOMObject	/en-US/docs/Web/API/DOMObject	false	false	true	false	The obsolete DOMObject interface was used in earlier versions of the DOM specification as the base class for any object data type. 
DOMParser	/en-US/docs/Web/API/DOMParser	false	false	false	false	The DOMParser interface provides the ability to parse XML or HTML source code from a string into a DOM Document.
DOMPoint	/en-US/docs/Web/API/DOMPoint	false	false	false	false	A DOMPoint object represents a 2D or 3D point in a coordinate system; it includes values for the coordinates in up to three dimensions, as well as an optional perspective value.
DOMPointInit	/en-US/docs/Web/API/DOMPointInit	false	false	false	false	The DOMPointInit dictionary is used to provide the values of the coordinates and perspective when creating and JSONifying a DOMPoint or DOMPointReadOnly object.
DOMPointReadOnly	/en-US/docs/Web/API/DOMPointReadOnly	false	false	false	false	The DOMPointReadOnly interface specifies the coordinate and perspective fields used by DOMPoint to define a 2D or 3D point in a coordinate system.
DOMQuad	/en-US/docs/Web/API/DOMQuad	true	false	false	false	A DOMQuad is a collection of four DOMPoints defining the corners of an arbitrary quadrilateral. Returning DOMQuads lets getBoxQuads() return accurate information even when arbitrary 2D or 3D transforms are present. It has a handy bounds attribute returning a DOMRectReadOnly for those cases where you just want an axis-aligned bounding rectangle.
DOMRect	/en-US/docs/Web/API/DOMRect	false	false	false	false	A DOMRect describes the size and position of a rectangle.
DOMRectReadOnly	/en-US/docs/Web/API/DOMRectReadOnly	false	false	false	false	The DOMRectReadOnly interface specifies the standard properties used by DOMRect to define a rectangle whose properties are immutable.
DOMString	/en-US/docs/Web/API/DOMString	false	false	false	false	A DOMString is a sequence of 16-bit unsigned integers, typically interpreted as UTF-16 code units. This corresponds exactly to the JavaScript primitive String type. When a DOMString is provided to JavaScript, it maps directly to the corresponding String.
DOMStringList	/en-US/docs/Web/API/DOMStringList	false	false	false	false	A type returned by some APIs which contains a list of DOMString (strings).
DOMStringMap	/en-US/docs/Web/API/DOMStringMap	false	false	false	false	The DOMStringMap interface is used for the HTMLElement.dataset attribute, to represent data for custom attributes added to elements.
DOMTimeStamp	/en-US/docs/Web/API/DOMTimeStamp	false	false	false	false	The DOMTimeStamp type represents an absolute or relative number of milliseconds, depending on the specification in which it appears.
DOMTokenList	/en-US/docs/Web/API/DOMTokenList	false	false	false	false	The DOMTokenList interface represents a set of space-separated tokens. Such a set is returned by Element.classList, HTMLLinkElement.relList, HTMLAnchorElement.relList, HTMLAreaElement.relList, HTMLIframeElement.sandbox, or HTMLOutputElement.htmlFor. It is indexed beginning with 0 as with JavaScript Array objects. DOMTokenList is always case-sensitive.
DOMUserData	/en-US/docs/Web/API/DOMUserData	false	false	true	false	DOMUserData refers to application data. In JavaScript, it maps directly to Object. It is returned or used as an argument by Node.setUserData(), Node.getUserData(), used as the third argument to handle() on UserDataHandler, and is used or returned by various DOMConfiguration methods.
DataTransfer	/en-US/docs/Web/API/DataTransfer	false	false	false	false	The DataTransfer object is used to hold the data that is being dragged during a drag and drop operation. It may hold one or more data items, each of one or more data types. For more information about drag and drop, see HTML Drag and Drop API.
DataTransferItem	/en-US/docs/Web/API/DataTransferItem	false	false	false	false	The DataTransferItem object represents one drag data item. During a drag operation, each drag event has a dataTransfer property which contains a list of drag data items. Each item in the list is a DataTransferItem object.
DataTransferItemList	/en-US/docs/Web/API/DataTransferItemList	false	false	false	false	The DataTransferItemList object is a list of DataTransferItem objects representing items being dragged. During a drag operation, each DragEvent has a dataTransfer property and that property is a DataTransferItemList.
DedicatedWorkerGlobalScope	/en-US/docs/Web/API/DedicatedWorkerGlobalScope	false	false	false	false	The DedicatedWorkerGlobalScope object (the Worker global scope) is accessible through the self keyword. Some additional global functions, namespaces objects, and constructors, not typically associated with the worker global scope, but available on it, are listed in the JavaScript Reference. See also: Functions available to workers.
